gene	logFC_comp1	logCPM_comp1	LR_comp1	PValue_comp1	FDR_comp1	de_family_comp1	de_method_comp1	de_type_comp1	cell_type_comp1	perturbation	condition	logFC_comp2	logCPM_comp2	LR_comp2	PValue_comp2	FDR_comp2	de_family_comp2	de_method_comp2	de_type_comp2	cell_type_comp2	score	p	convergence	q_value
Ccdc6	0.001612076	6.099094337	3.17553E-05	0.995503795	0.999019501	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.506335416	5.424441855	6.319690271	0.011940448	0.138330177	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.112741543	0.05125	low	0.493846722
Ccdc85a	-0.212868867	8.509036324	1.587858354	0.207632382	0.903642416	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.156059302	7.347920032	1.828428789	0.176313242	0.53616821	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.012066788	0.20555	low	0.493846722
Ccdc88a	-0.105238792	8.428710493	0.525540178	0.46848792	0.95647025	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.056539959	7.994124937	0.284471036	0.593785604	0.838758772	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00048992	0.44165	high	0.497826903
Ccdc88c	0.324070998	6.296940199	1.160195462	0.281425007	0.933012722	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.034560599	5.099670267	0.022300731	0.881289856	0.962599819	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002150697	0.343675	low	0.493846722
Cck	0.077258793	6.701274646	0.090704138	0.763283891	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.24850805	4.967647621	2.620888095	0.105465399	0.43782057	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.014660164	0.191125	high	0.493846722
Cckbr	0.118010102	6.593484316	0.187355148	0.665127082	0.968443974	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.223152791	5.959304499	3.959728	0.046601233	0.291757837	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.025945921	0.144875	low	0.493846722
Ccl25	-0.089922964	6.543611462	0.125717925	0.722913825	0.975711911	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.066012106	5.888398487	0.334490954	0.563026541	0.817529421	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000740742	0.400775	low	0.497826903
Ccnc	0.072661447	6.791955799	0.097692592	0.754616384	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.262192959	5.751880488	1.716850704	0.190098934	0.555077302	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.01147598	0.2123	high	0.493846722
Ccnd2	0.339035259	6.101113181	1.36141844	0.243291805	0.928572503	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.121648368	5.759809964	0.827720708	0.362932439	0.693739775	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006470882	0.263	high	0.493846722
Ccnh	0.020987518	6.359496605	0.006383359	0.936320032	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.021058116	5.991439217	0.033298595	0.855206813	0.952840995	pseudobulk	edgeR	LRT	Deep_layer_neurons	8.44214E-06	0.492425	low	0.499250017
Ccnl1	0.20576308	6.600468424	0.767727361	0.380921031	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.023089954	6.297853595	0.045879233	0.830395478	0.942681163	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000672398	0.4219	high	0.497826903
Ccnl2	-0.028417243	7.384078245	0.020432133	0.886336769	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.101010159	6.572381012	0.567914599	0.451088791	0.753642913	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001135542	0.382525	low	0.49541323
Ccnt1	-0.397205652	6.501776258	2.172639401	0.140484934	0.846758505	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.003257592	5.62935544	0.000935609	0.975598326	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.006284666	0.2657	high	0.493846722
Ccnt2	0.084720613	7.4064139	0.168265991	0.681657496	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.181048092	6.575028958	1.349351362	0.245391544	0.605506311	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.005141638	0.281725	high	0.493846722
Ccny	-0.041205677	7.836037254	0.064856944	0.798977784	0.982987075	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.182279446	7.661647368	3.347035811	0.067326148	0.352062734	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.01018468	0.222	high	0.493846722
Ccsap	-0.082259978	6.194747377	0.087248572	0.767704608	0.978291829	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.18687082	5.653739586	1.074365871	0.299961377	0.655694883	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.004555895	0.28835	high	0.493846722
Ccser1	-0.008544896	10.86065637	0.004664589	0.945548576	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.2185042	10.82691454	4.507991404	0.033736836	0.254843366	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.018011789	0.1737	high	0.493846722
Ccser2	0.153155341	6.767145891	0.423675856	0.515108539	0.957894966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.026938838	6.501519633	0.067263048	0.795364274	0.928162914	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00044816	0.42695	low	0.497826903
Cct7	0.288343585	5.976109878	0.945600463	0.330841696	0.941981374	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.125172818	4.815931224	1.219820305	0.26939592	0.624179319	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.008167444	0.244775	low	0.493846722
Cct8	0.230114226	6.010033401	0.487729655	0.484941805	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.175497512	4.822058435	2.106544736	0.146670161	0.48880458	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.014923119	0.19425	low	0.493846722
Cd2ap	-0.189296294	6.683994289	0.5193207	0.471131596	0.95647025	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.090715644	6.757759775	0.54808848	0.459099794	0.759623068	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002622289	0.327625	low	0.493846722
Cd46	0.260687985	6.489626268	1.207136003	0.271900072	0.931575079	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.06654503	6.2902451	0.227062475	0.633710565	0.8551462	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00250322	0.328575	low	0.493846722
Cd47	-0.10651136	7.382092035	0.23414933	0.628464086	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.031102436	7.496088236	0.091156728	0.762711735	0.914884618	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00020878	0.467325	high	0.4982818
Cd81	-0.521402563	6.170050869	2.280395152	0.131018489	0.826055323	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.219760364	5.0491165	2.798904725	0.094328724	0.41726506	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.039006476	0.1091	high	0.493846722
Cd99l2	-0.020882398	6.111867489	0.003872633	0.95037929	0.99162174	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.066258807	5.551544116	0.325785922	0.56815109	0.820789286	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000361773	0.433075	low	0.497826903
Cdadc1	-0.173966754	6.629985915	0.506277136	0.476754912	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.032404756	5.880252907	0.080055418	0.777222324	0.921199295	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000597957	0.417275	low	0.497826903
Cdc123	0.207748662	6.223668925	0.61147701	0.434232231	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.118719481	5.181211795	0.558301494	0.454945407	0.756185304	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002769514	0.3321	high	0.493846722
Cdc14b	-0.194254203	6.512352947	0.455626385	0.499675113	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.208984148	5.524845428	3.295355137	0.069476083	0.358572608	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.02479999	0.1484	low	0.493846722
Cdc23	-0.184670829	6.160228258	0.338913543	0.560457018	0.964673479	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.040567619	5.086141192	0.118036049	0.731174392	0.899826584	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.00058858	0.43195	high	0.497826903
Cdc27	-0.341926868	6.904615473	2.328077242	0.127058734	0.818242124	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.12479101	6.439093391	1.326735582	0.249386792	0.60914179	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.015144785	0.194675	low	0.493846722
Cdc37l1	-0.028827959	7.212251964	0.020537241	0.886046778	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.035957674	6.946819797	0.127003398	0.721559479	0.897118825	pseudobulk	edgeR	LRT	Deep_layer_neurons	-8.93037E-05	0.461275	low	0.4982818
Cdc40	0.081004272	7.084653185	0.135678451	0.712615586	0.972030402	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.107746724	5.824141194	0.336661887	0.561762411	0.817135794	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000842729	0.415375	high	0.497826903
Cdc42	0.129035497	7.20650525	0.466115054	0.494779875	0.957637191	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.028993425	6.813962913	0.062668435	0.802327022	0.931358616	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000357297	0.43255	low	0.497826903
Cdc42bpa	0.042247239	8.774444859	0.104033924	0.747041441	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.22968494	8.57506051	5.083979051	0.02414789	0.210195405	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.026515011	0.141875	low	0.493846722
Cdc42bpb	0.121907822	6.484495141	0.225097037	0.635183377	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.279904296	6.073710701	3.996800984	0.045586709	0.288521633	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.036885696	0.11495	low	0.493846722
Cdc42se2	0.112483612	6.974741685	0.230764178	0.63095778	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.003784499	6.110174885	0.000870231	0.97646607	0.999769217	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000130756	0.454475	low	0.4982818
Cdc5l	-0.524791273	5.978150956	2.040864738	0.153122578	0.852543802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.088857262	5.156762469	0.542819803	0.461266453	0.761873425	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.014493606	0.19625	low	0.493846722
Cdc73	-0.052590876	6.886233075	0.049548308	0.823851123	0.983617758	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.014753683	6.572502555	0.014898522	0.902851896	0.970543334	pseudobulk	edgeR	LRT	Deep_layer_neurons	-2.79737E-05	0.47385	low	0.4982818
Cdh10	-0.027819187	8.185386644	0.00886326	0.924994063	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.136964139	7.328084344	1.276430962	0.258563694	0.612985252	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.003256371	0.31375	low	0.493846722
Cdh11	-0.04470202	9.490059176	0.097722176	0.754580426	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.215018861	9.966056949	4.180209429	0.040898647	0.272718829	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.017195695	0.17795	high	0.493846722
Cdh12	-0.025075419	8.377642763	0.017964559	0.893377324	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.259000902	8.31716996	3.96959216	0.046328992	0.290566143	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.024134614	0.1533	low	0.493846722
Cdh13	0.173811608	9.792264385	0.716444975	0.397312503	0.951568244	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.952593168	8.248913893	27.07011809	1.96208E-07	2.12011E-05	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.55119004	0.0053	low	0.4132975
Cdh18	-0.499130541	9.987173295	2.762545057	0.096494616	0.796578447	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.229433071	11.46828535	1.741344204	0.186968597	0.550348873	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.032876049	0.124775	high	0.493846722
Cdh2	-0.419681343	8.667101695	5.751646434	0.016473211	0.66220525	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.118924508	9.213976909	1.090099852	0.296449086	0.652086123	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.024107161	0.150825	high	0.493846722
Cdh20	-0.285448822	7.492145069	0.915374299	0.338692469	0.946636282	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.807457031	5.494996535	15.30934591	9.12639E-05	0.003867246	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.491400596	0.006125	low	0.413578846
Cdh6	0.311452851	7.429071316	1.210084414	0.271315405	0.931575079	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.022699484	6.353569995	0.029752977	0.86305192	0.956490199	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001963452	0.34735	low	0.493846722
Cdh7	0.635133502	6.632644855	3.130554477	0.076837602	0.755057825	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.660467076	4.204212916	7.501272547	0.006165541	0.09212272	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.377023906	0.008425	high	0.444063529
Cdh8	-0.018293842	9.584852039	0.00819525	0.927867946	0.990115581	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.428991338	8.094426845	13.06545446	0.000300792	0.010128091	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.134296546	0.043525	low	0.493846722
Cdh9	-0.168350512	6.939827607	0.128310185	0.720190571	0.973828676	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.657899756	8.051391583	21.76985996	3.07391E-06	0.00022152	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.328621339	0.012475	low	0.4752
Cdip1	-0.004895101	6.758258874	0.000497412	0.982206465	0.996474163	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.080993861	6.520210607	0.58808256	0.44316154	0.748797792	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.000589111	0.43155	high	0.497826903
Cdk11b	0.21118192	6.334545905	0.540781026	0.462109224	0.956305231	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.112149268	5.389679106	0.479539617	0.488630925	0.780650204	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002386505	0.342625	high	0.493846722
Cdk12	-0.160751216	7.014403441	0.537274552	0.46356444	0.956305231	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.175345113	6.465150828	1.869471726	0.171535596	0.528467134	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.011360274	0.21445	low	0.493846722
Cdk13	0.01470818	7.678597357	0.006471487	0.935882899	0.991280353	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.348348977	7.60289282	4.747332685	0.029343745	0.233688276	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.045529151	0.098875	low	0.493846722
Cdk14	-0.046998727	9.045946769	0.106473078	0.744195779	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.006124861	8.67614728	0.003462847	0.953074798	0.992616951	pseudobulk	edgeR	LRT	Deep_layer_neurons	1.6605E-05	0.492225	low	0.499250017
Cdk17	0.275233138	8.326981183	3.009538649	0.082775848	0.765154894	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.183073113	8.163470094	2.492941366	0.114357822	0.456472533	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.026062244	0.143675	low	0.493846722
Cdk19	-0.185943865	5.839422447	0.273126516	0.601242148	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.102995806	5.900465189	0.55851046	0.454861024	0.756097914	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.002845687	0.326675	low	0.493846722
Cdk5	-0.36463994	6.375223105	1.499594515	0.220733763	0.910453395	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.170243543	4.555522422	1.028622336	0.310482461	0.6648506	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.013568035	0.199075	low	0.493846722
Cdk7	0.152138153	5.953128671	0.222486368	0.637151926	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.017849619	5.055117737	0.025934729	0.872059824	0.959528171	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000285924	0.4456	low	0.497826903
Cdk8	-0.033183272	7.563256227	0.020557769	0.885990231	0.987105604	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.55537535	8.563005117	3.169110106	0.075043324	0.374530228	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.066480092	0.073225	high	0.493846722
Cdkal1	0.070594535	7.58681836	0.152128797	0.696509248	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.171741856	7.29543203	2.630362982	0.104837744	0.436581287	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.007516363	0.2503	high	0.493846722
Cdkl1	0.168405205	6.272367531	0.413485546	0.520205661	0.957894966	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.199329096	5.240814914	2.053172909	0.15188936	0.497549105	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.009448157	0.23765	high	0.493846722
Cdkl2	-0.067341526	6.569815301	0.073283998	0.786613952	0.980702386	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.071832678	5.843054648	0.360902385	0.548005501	0.808639774	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.000718193	0.40635	low	0.497826903
Cdkl3	0.495555654	5.961808913	2.787593185	0.09499681	0.796578447	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.145191724	4.86207659	1.716011231	0.190207298	0.555207255	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.024271908	0.147575	high	0.493846722
Cdkl5	-0.071649353	8.246533728	0.197007331	0.657147364	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.169479503	8.010974148	2.575080173	0.108558601	0.444265791	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.009628161	0.2258	low	0.493846722
Cdr1os	0.16919957	10.02672481	1.96624699	0.160846787	0.855248829	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.025469575	9.695831206	0.052688913	0.818448725	0.938377108	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.001560443	0.361675	low	0.493846722
Cds1	-0.251900384	7.103883198	1.268638591	0.260022235	0.928784467	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.078789435	6.42934891	0.197017125	0.657139386	0.865378023	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.002150496	0.348225	high	0.493846722
Cds2	-0.164192039	6.526995025	0.364664944	0.545926791	0.964038996	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.037954381	6.111183689	0.130172498	0.718253254	0.895999418	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.00059012	0.414825	low	0.497826903
Cdyl2	-0.674133638	6.809803109	5.777932657	0.016228618	0.66220525	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.671933654	6.305028683	29.59255582	5.33093E-08	6.66983E-06	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.51436963	0.00485	high	0.4132975
Cebpz	0.376540322	5.931881526	1.615831615	0.20367399	0.900668902	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.194149877	4.8115448	1.323529868	0.249959531	0.60914179	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.014418332	0.193575	high	0.493846722
Celf1	0.267821768	8.049799418	3.420813336	0.064379288	0.748537089	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.008917617	7.851735122	0.006669489	0.934911569	0.985394847	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.005517983	0.2808	high	0.493846722
Celf2	0.210336943	13.02018132	4.066524213	0.043741192	0.726790597	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.185862961	12.70545467	3.288018751	0.069787184	0.359725716	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.028099142	0.13925	low	0.493846722
Celf3	-0.083842385	6.369098749	0.09493333	0.757996708	0.97777587	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.254742755	6.212643176	1.748330541	0.186086744	0.549249328	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.01122233	0.2131	high	0.493846722
Celf4	-0.221429317	9.508032044	2.268611513	0.132018133	0.831015432	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.470171669	9.548004891	23.71366656	1.11786E-06	9.42331E-05	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.182178784	0.028475	high	0.493846722
Celf5	0.098096068	6.835852981	0.161491901	0.687786658	0.971589278	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.393090801	6.887476969	7.626456994	0.005751818	0.088179782	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.112682857	0.051575	low	0.493846722
Celsr2	-0.177614734	5.810114395	0.233187316	0.629170487	0.96723634	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.517304018	5.044179279	6.932916906	0.008462356	0.111883835	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.146807772	0.03915	high	0.493846722
Cemip	0.428161693	6.519836972	2.032062495	0.154011479	0.852543802	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-1.06178167	5.725516442	65.19886823	6.77084E-16	4.12709E-13	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.78377182	0.00155	low	0.3740625
Cenpc1	-0.068977108	6.444113964	0.068152859	0.794045447	0.982987075	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.024105212	5.921145095	0.044481634	0.832960079	0.94388005	pseudobulk	edgeR	LRT	Deep_layer_neurons	-7.48707E-05	0.468025	low	0.4982818
Cep104	-0.656111021	5.838821264	3.443120043	0.063515641	0.748537089	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	-0.141472728	5.005761344	1.267351971	0.260264037	0.61500961	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.037422919	0.1113	high	0.493846722
Cep112	-0.452232915	8.740657282	8.193891869	0.004203166	0.437643595	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.006902581	8.481408798	0.002881231	0.957192427	0.994857397	pseudobulk	edgeR	LRT	Deep_layer_neurons	-0.039442948	0.10885	low	0.493846722
Cep120	0.315285188	6.39558661	1.511651805	0.218887209	0.910453395	pseudobulk	edgeR	LRT	Deep_layer_neurons	Dgcr8_KO	Deep_layer_neurons:Dgcr8_KO	0.063007244	5.655368682	0.330787773	0.565195587	0.819012296	pseudobulk	edgeR	LRT	Deep_layer_neurons	0.003543029	0.30855	high	0.493846722
